__str__,video_type,id,title,description,access_tier,access_reason,access_expiry,length,max_resolution,season,episode_number,creation_date,update_date,live_start_date,live_end_date,is_live,is_featured,location_file,location_folder,thumbnail_image,episode_image,feature_image,available_regions,maturity_rating,is_kids,genre,lead_roles,guest_roles,directors,contract,trailer_movie,trailer_season,content_type,object_id,airtable_record,sync_status,tags,organizations,Reason for Deleting
Bible Discovery TV :: 3 :: ,Episode,,,"From social issues and apologetics to theology, history and science, our mission is to educate, edify and encourage the believer to actively engage with God’s Word in all ways.",2_PREMIUM,,,28:29,1080,Bible Discovery TV :: 3,,,,2025-03-11 00:00,,,,QS_25-03-11,QuickStudy_BibleDiscovery/2025/2025.03,,https://images.corcoplus.com/TvShows/QuickStudy_BibleDiscovery/2025/2025.03/QS_25-03-11.jpg,https://images.corcoplus.com/TvShows/QuickStudy_BibleDiscovery/QS_648x364.jpg,,,,,"Pastor Rod Hembree,Janice Hembree,Corie Hembree-Bobechko,Ryan Hembree",,,,,,,,rec4fYAwcDQj7b9mQ,DELETE,,Corco+,Duplicated
Thrive :: 1 :: ,Episode,,,,1_FREE,,,27:30,1080,Thrive :: 1,,,,2025-03-03 00:00,,,,THV_25-03-03,Thrive/2025,,https://images.corcoplus.com/TvShows/Thrive/2025/THV_25-03-03.jpg,,,,,,,,,,,,,,recFioUc1Hapbpudk,DELETE,,Corco+,Duplicated
Thrive :: 1 :: ,Episode,,,,1_FREE,,,27:30,1080,Thrive :: 1,,,,2025-03-04 00:00,,,,THV_25-03-04,Thrive/2025,,https://images.corcoplus.com/TvShows/Thrive/2025/THV_25-03-04.jpg,,,,,,,,,,,,,,recxqR0RNx98OAvxs,DELETE,,Corco+,Duplicated
Thrive :: 1 :: ,Episode,,,,1_FREE,,,27:30,1080,Thrive :: 1,,,,2025-03-05 00:00,,,,THV_25-03-05,Thrive/2025,,https://images.corcoplus.com/TvShows/Thrive/2025/THV_25-03-05.jpg,https://images.corcoplus.com/TvShows/Thrive/THV_648x364.jpg,,,,,,,,,,,,,recu7R3dtIGwmPjHr,DELETE,,Corco+,Duplicated
Bible Discovery TV :: 3 :: ,Episode,,,"From social issues and apologetics to theology, history and science, our mission is to educate, edify and encourage the believer to actively engage with God’s Word in all ways.",2_PREMIUM,,,28:29,1080,Bible Discovery TV :: 3,,,,2025-03-13 00:00,,,,QS_25-03-13,QuickStudy_BibleDiscovery/2025/2025.01,,https://images.corcoplus.com/TvShows/QuickStudy_BibleDiscovery/2025/2025.01/QS_25-03-13.jpg,https://images.corcoplus.com/TvShows/QuickStudy_BibleDiscovery/QS_648x364.jpg,,,,,"Pastor Rod Hembree,Janice Hembree,Corie Hembree-Bobechko,Ryan Hembree",,,,,,,,reck1XBmbGXMzcYYM,DELETE,,Corco+,Duplicated
COPS: Reloaded :: 1 :: Picture Perfect Pursuit,Episode,30920,Picture Perfect Pursuit,A pursuit ends with a successful pit maneuver. Officers investigate a dispute between a couple. Cops find drugs when they stop a vehicle. A person making alleged terrorist threats is questioned.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,36,2025-03-25 21:51,2025-06-18 12:02,2025-02-23 00:00,2025-06-17 00:00,,,MS-CPSR0087B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0087B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recz3mrQj2VnptC9g,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Boxed In,Episode,30937,Boxed In,A suspect who committed multiple violations is pursued. A man is arrested on an assault charge. A car is searched for drugs. Officers investigate a possible burglary at a church.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,53,2025-03-25 21:51,2025-06-18 12:02,2025-03-12 00:00,2025-06-17 00:00,,,MS-CPSR0105B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0105B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recfkhRxjLrbgFsm4,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Dual Personalities,Episode,30938,Dual Personalities,An officer investigates when a couple get into a heated argument. A man suspected of prostitution is questioned. A driver hits a curb and cops have questions.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,54,2025-03-25 21:51,2025-06-18 12:02,2025-03-17 00:00,2025-06-17 00:00,,,MS-CPSR0107B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0107B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recvayjBnEJR9cUsT,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Rooftop Nibble,Episode,30959,Rooftop Nibble,Police chase a motorcyclist weaving in and out of lanes. A K-9 unit tracks a suspect who fled on foot. A neighbor calls the cops when gunshots are heard. A sting operation targets a local drug dealer.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,81,2025-03-25 21:52,2025-06-18 12:02,2025-03-02 00:00,2025-06-17 00:00,,,MS-CPSR0092B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0092B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recMWVz4AeOhMQjgn,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Trailer Traildusters,Episode,,Trailer Traildusters,An officer chases an SUV with a trailer attached. Cops respond to a call involving a child custody dispute. An incomplete 911 call results in a search for a person who assaulted his neighbor.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,,,,2025-03-22 00:00,,,,MS-CPSR0081B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0081B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recBL1ZhqB2fo1RxN,DELETE,,MeritTV,Duplicated
Dr. Phil Primetime :: 1 :: Make America Healthy Again: Restoring Health For America’s Future,Episode,31133,Make America Healthy Again: Restoring Health For America’s Future,"Dr. Phil discusses a chronic illness epidemic sweeping the U.S. with Calley Means, of Truemed; Dr. Cate Shanahan, nutritionist; and Jillian Michaels, fitness expert.",1_FREE,,,42:00,1080,Dr. Phil Primetime :: 1,108,2025-04-02 12:02,2025-07-10 12:03,2025-02-27 00:00,2025-07-09 11:45,,,MS-DPPT22108,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT22108.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,recisi3D9KWldx9SM,DELETE,,MeritTV,Duplicated
Dr. Phil Primetime :: 1 :: Make America Healthy Again: Inside Our Country's Food Crisis,Episode,31134,Make America Healthy Again: Inside Our Country's Food Crisis,Dr. Phil speaks with and gives guidance to two mothers who illustrate the importance of the Make America Healthy Again initiative.,1_FREE,,,42:00,1080,Dr. Phil Primetime :: 1,312,2025-04-02 12:02,2025-07-10 12:03,2025-02-28 00:00,2025-07-09 11:45,,,MS-DPPT22312,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT22312.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,rec7YcIdkuIG5bQHd,DELETE,,MeritTV,Duplicated
Dr. Phil Primetime :: 1 :: ,Episode,,,,,,,,1080,Dr. Phil Primetime :: 1,312,,,,,,,DPPT22312,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/DPPT22312.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,recitBDwNZeOF0rjm,DELETE,,,Duplicated
Dr. Phil Primetime :: 1 :: The Hidden Reality of Human Trafficking,Episode,31136,The Hidden Reality of Human Trafficking,"It’s a multi-billion-dollar industry built on manipulation, coercion, and unimaginable suffering— Human trafficking and it’s happening right here in the United States.",1_FREE,,,42:00,1080,Dr. Phil Primetime :: 1,16,2025-04-02 12:02,2025-06-19 12:05,2025-03-05 00:00,2025-06-11 00:00,,,MS-DPPT23016,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT23016.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,recXYhV0rWHVf7QLq,DELETE,,MeritTV,Duplicated
Dr. Phil Primetime :: 1 :: Getting Beyond Grief,Episode,31141,Getting Beyond Grief,"Tonight, we explore grief—its unpredictability and the absence of a ""right"" way to process it. When a young wife and mother was diagnosed with ovarian cancer, she and her husband shared their journey online, creating deeply moving videos that have touched millions.",1_FREE,,,42:00,1080,Dr. Phil Primetime :: 1,814,2025-04-02 12:02,2025-07-10 12:03,2025-03-12 00:00,2025-07-09 11:45,,,MS-DPPT22814,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT22814.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,recHIPKxiBEziCZWk,DELETE,,MeritTV,Duplicated
Dr. Phil Primetime :: 1 :: Swipe Up to Skip College,Episode,31148,Swipe Up to Skip College,"Viral fame or a fancy degree? Dr. Phil asks the question, is higher education still worth it?",1_FREE,,,42:00,1080,Dr. Phil Primetime :: 1,19,2025-04-02 12:02,2025-07-10 12:03,2025-03-21 00:00,2025-07-09 11:43,,,MS-DPPT22019R,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT22019R.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,recyKmoSUzdZf7Vs4,DELETE,,MeritTV,Duplicated
Dr. Phil Primetime :: 1 :: The Dangerous Street Takeover Trend,Episode,31152,The Dangerous Street Takeover Trend,"A focus on dangerous street takeovers, where young adults close down streets to perform reckless car stunts.",1_FREE,,,42:03,1080,Dr. Phil Primetime :: 1,313,2025-04-02 12:02,2025-07-10 12:03,2025-03-27 00:00,2025-07-09 11:45,,,MS-DPPT22313,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT22313.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,recTGjr6VfhXuKIcz,DELETE,,MeritTV,Duplicated
Leading The Way with Michael A. Youssef :: 4 :: ,Episode,,,,2_PREMIUM,,,28:36,1080,Leading The Way with Michael A. Youssef :: 4,,,,2025-03-30 00:00,,,,LTW_2513,LeadingTheWay/2025,,https://images.corcoplus.com/TvShows/LeadingTheWay/2025/LTW_2513.jpg,https://images.corcoplus.com/TvShows/LeadingTheWay/LTW_648x364.jpg,,,,,Dr. Michael A. Youssef,,,,,,,,recMAbyULDKkuDDIy,DELETE,,Corco+,Duplicated
In Touch :: 8 :: ,Episode,,,,2_PREMIUM,,,58:35,1080,In Touch :: 8,,,,,,,,ITM_Y2516C,InTouch/2025,,https://images.corcoplus.com/TvShows/InTouch/2025/ITM_Y2516C.jpg,,,,,,,,,,,,,,recUaFK5lci7bU8dA,DELETE,,,Duplicated
The Gaither Gospel Hour :: 1 :: ,Episode,,,,1_FREE,,,57:30,1080,The Gaither Gospel Hour :: 1,,,,,,,,TGHH_BROTHERS_HEART_CIRCLE_UNBROKEN,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BROTHERS_HEART_CIRCLE_UNBROKEN.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,The Gaither Vocal Band,,,,,,,,rect7SlglUSzOIdDM,DELETE,,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: ,Episode,,,,1_FREE,,,57:30,1080,The Gaither Gospel Hour :: 1,,,,,,,,TGHH_COLLINGSWORTH_CLASSICS_HYMNS,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_COLLINGSWORTH_CLASSICS_HYMNS.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,The Gaither Vocal Band,,,,,,,,recDRDTrDxhanUvLu,DELETE,,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: ,Episode,,,,1_FREE,,,57:30,1080,The Gaither Gospel Hour :: 1,,,,,,,,TGHH_GOSPEL_MUSIC_JOHNNY_CASH,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_GOSPEL_MUSIC_JOHNNY_CASH.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,The Gaither Vocal Band,,,,,,,,recwiWsLuCkbwDXSI,DELETE,,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: ,Episode,,,,1_FREE,,,57:30,1080,The Gaither Gospel Hour :: 1,,,,,,,,TGHH_ISRAEL_HOMECOMING,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_ISRAEL_HOMECOMING.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,The Gaither Vocal Band,,,,,,,,recqSHQOiF0CjeG2f,DELETE,,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: ,Episode,,,,2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,,,,,,,,TGHH_JOSEPH_HABEDANK_IM_FREE,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_JOSEPH_HABEDANK_IM_FREE.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,The Gaither Vocal Band,,,,,,,,recbGvnIborMFPp2l,DELETE,,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: ,Episode,,,,2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,,,,,,,,TGHH_OAK_RIDGE_BOYS_ROCK_OF_AGES,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_OAK_RIDGE_BOYS_ROCK_OF_AGES.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,The Gaither Vocal Band,,,,,,,,receVMS83RfFjbJ7d,DELETE,,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: ,Episode,,,,2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,,,,,,,,TGHH_SWEET_HYMNS_FELLOWSHIP,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_SWEET_HYMNS_FELLOWSHIP.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,The Gaither Vocal Band,,,,,,,,recIqJ6DRgideeAL2,DELETE,,Corco+,Duplicated
Joel Osteen :: 8 :: Getting Unstuck,Episode,,Getting Unstuck,Past mistakes did not cancel your assignment. God still has a life of blessing and fulfillment prepared for you. ,2_PREMIUM,,,,1080,Joel Osteen :: 8,,,,2025-04-06 00:00,,,,JO1030-30,JoelOsteen/2025,,https://images.corcoplus.com/TvShows/JoelOsteen/2025/JO1030-30.jpg,,,,,,Joel Osteen,,,,,,,,recaE4wcRIBNnQ3cP,DELETE,,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: ,Episode,,,,1_FREE,,,57:30,1080,The Gaither Gospel Hour :: 1,,,,,,,,TGHH_STATLER_BROTHERS_FAREWELL,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_STATLER_BROTHERS_FAREWELL.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,The Gaither Vocal Band,,,,,,,,recbqxBuF1PxqfDkX,DELETE,,Corco+,Duplicated
"Revival Harvest :: 3 :: April 12, 2025",Episode,,"April 12, 2025",The Holy Ghost Baptism!,2_PREMIUM,,,28:31,1080,Revival Harvest :: 3,,,,2025-04-12 00:00,,,,RH_1010,RevivalHarvest/2025,,https://images.corcoplus.com/TvShows/RevivalHarvest/2025/RH_1010.jpg,https://images.corcoplus.com/TvShows/RevivalHarvest/RH_648x364.jpg,,,,,Pastor Gordon Young,,,,,,,,rec9vI6HcTkvjlC2G,DELETE,,Corco+,Duplicated
Dr. Phil Primetime :: 2 :: Is Justice Really Blind?,Episode,31371,Is Justice Really Blind?,"Since the 2024 election, Donald Trump put many Americans’ frustration with DEI, front and center during his campaign. Dr. Phil interviews those who feel they’ve been bullied or lost jobs because of DEI or reverse discrimination.",1_FREE,,,42:03,1080,Dr. Phil Primetime :: 2,17,2025-04-09 12:01,2025-07-10 12:03,2025-04-01 00:00,2025-07-09 00:00,,,MS-DPPT23017,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT23017.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,recnax1pmTaPL7ijM,DELETE,,MeritTV,Duplicated
Dr. Phil Primetime :: 2 :: 40 Years Behind Bars: Patty Prewitt Finally Free,Episode,31373,40 Years Behind Bars: Patty Prewitt Finally Free,Patty Prewitt freed from prison 40 years after being convicted of murdering her husband ,1_FREE,,,42:03,1080,Dr. Phil Primetime :: 2,3,2025-04-09 12:01,2025-07-10 12:03,2025-04-03 00:00,2025-07-09 00:00,,,MS-DPPT23003,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT23003.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,recVdXQ0wA7lre279,DELETE,,MeritTV,Duplicated
Dr. Phil Primetime :: 2 :: Loving The Machine - When AI Becomes Human,Episode,31374,Loving The Machine - When AI Becomes Human,"As AI companions blur the line between connection and delusion, Dr. Phil investigates the rising trend of people turning to artificial intelligence for friendship, love, and even conversations with the dead.",1_FREE,,,42:03,1080,Dr. Phil Primetime :: 2,6,2025-04-09 12:01,2025-07-10 12:03,2025-04-04 00:00,2025-07-09 00:00,,,MS-DPPT23006,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT23006.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,reckbvb1XtR1CKrgg,DELETE,,MeritTV,Duplicated
Better Together :: 5 :: ,Episode,,,,,,,,1080,Better Together :: 5,,,,,,,,BT23-1196,BetterTogether/2025,,https://images.corcoplus.com/TvShows/BetterTogether/2025/BT23-1196.jpg,https://images.corcoplus.com/TvShows/BetterTogether/BetterTogether_648x364.jpg,,,,,Laurie Crouch,,,,,,,,recwlWLbsHGaCgVOt,DELETE,,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: ,Episode,,,,1_FREE,,,57:30,1080,The Gaither Gospel Hour :: 1,,,,,,,,TGHH_STATLER_BROS_FAREWELL,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_STATLER_BROS_FAREWELL.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,The Gaither Vocal Band,,,,,,,,rec2MmkB0XcM0ou9T,DELETE,,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Amazing Grace,Episode,,Amazing Grace,,1_FREE,,,57:30,1080,The Gaither Gospel Hour :: 1,,,,,,,,TGHH_AMAZING_GRACE,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_AMAZING_GRACE.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,The Gaither Vocal Band,,,,,,,,recgNxaf9erSQs3ji,DELETE,,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: ,Episode,,,,1_FREE,,,57:30,1080,The Gaither Gospel Hour :: 1,,,,,,,,TGHH_BECAUSE_HE_LIVES,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BECAUSE_HE_LIVES.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,The Gaither Vocal Band,,,,,,,,recUG5d2AYVFoIhK0,DELETE,,Corco+,Duplicated
Dr. Phil Primetime :: 1 :: Gone Without Saying Goodbye: The Truth About Suicide,Episode,31620,Gone Without Saying Goodbye: The Truth About Suicide,Dr. Phil confronts one of the most urgent and heartbreaking crises of our time - suicide. It knows no boundaries.,1_FREE,,,42:03,1080,Dr. Phil Primetime :: 1,11,2025-04-23 12:01,2025-06-19 12:06,2025-04-16 00:00,2025-06-11 00:00,,,MS-DPPT23011,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT23011.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,recgP5Qf5u7IbwNKM,DELETE,,MeritTV,Duplicated
Dr. Phil Primetime :: 1 :: Border Crisis: A Mother’s Fight For Policy Reform,Episode,31621,Border Crisis: A Mother’s Fight For Policy Reform,"Dr. Phil interviews the mother of murdered Maryland mom Rachel Morin, allegedly killed by a man in the U.S. illegally. She shares her grief and advocates for stricter immigration policies, urging lawmakers to take action to protect Americans.",1_FREE,,,42:03,1080,Dr. Phil Primetime :: 1,603,2025-04-23 12:01,2025-07-10 12:04,2025-04-17 00:00,2025-07-09 11:45,,,MS-DPPT22603,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT22603.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,rect5ij5ozITJOabe,DELETE,,MeritTV,Duplicated
Dr. Phil Primetime :: 2 :: Drinking and Driving: The Deadly Reality ,Episode,31625,Drinking and Driving: The Deadly Reality ,"With DUI fatalities on the rise, Dr. Phil speaks with a woman who went viral due to the body cam footage of her DUI arrest.",1_FREE,,,42:03,1080,Dr. Phil Primetime :: 2,10,2025-04-23 12:01,2025-07-10 12:04,2025-04-24 00:00,2025-07-09 00:00,,,MS-DPPT23010,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT23010.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,reckXsfeYSr0zLCzG,DELETE,,MeritTV,Duplicated
Dr. Phil Primetime :: 1 :: Family À La Carte,Episode,31626,Family À La Carte,"The concept of ""family"" is evolving, moving beyond traditional nuclear models to embrace diverse structures. ""Family Ala Carte"" explores this spectrum, from the unapologetically child-free to a known donor with more than 160 children.",1_FREE,,,42:03,1080,Dr. Phil Primetime :: 1,802,2025-04-23 12:01,2025-07-10 12:04,2025-04-25 00:00,2025-07-09 11:45,,,MS-DPPT22802,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT22802.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,recgnKwiY7sXYVVSx,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Tech 9 Crime,Episode,31630,Tech 9 Crime,Police rescue a child from kidnapping. A man is apprehended with crack cocaine and a “tech 9” gun. A vehicle is stopped for suspicious driving and plates that are registered to another car.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,84,2025-04-23 12:01,2025-06-18 12:02,2025-04-06 00:00,2025-06-17 00:00,,,MS-CPSR0118B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0118B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recKSI7XxriHYG45L,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Man's Confession,Episode,31638,Man's Confession,A male suspect is arrested for battery of an officer. Police respond to a home being vandalized. An armed man thinks he hears voices outside his home and calls 911.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,93,2025-04-23 12:01,2025-06-18 12:02,2025-04-13 00:00,2025-06-17 00:00,,,MS-CPSR0126B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0126B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recPf1HkkJZUzAoT8,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Chatroom Lies,Episode,31645,Chatroom Lies,A man's grandmother admonishes him for getting caught with drugs and a gun. A driver tries to use her sister's identity to avoid charges. Two suspected child predators are trapped.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,100,2025-04-23 12:01,2025-06-18 12:02,2025-04-20 00:00,2025-06-17 00:00,,,MS-CPSR0134B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0134B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,reccpgCjJJ7v7dzjX,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Caught one by one,Episode,31652,Caught one by one,A man on the run is stopped when his pants snag on a fence. A man’s emotional breakdown helps him avoid arrest. A suspected burglary is investigated. Police demonstrate how they destroy marijuana.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,108,2025-04-23 12:02,2025-06-18 12:02,2025-04-27 00:00,2025-06-17 00:00,,,MS-CPSR0142B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0142B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recYBi2utxskvLS58,DELETE,,MeritTV,Duplicated
Tribal Trails :: 15 :: ,Episode,,,,1_FREE,,,28:50,1080,Tribal Trails :: 15,22,,,2025-06-25 00:00,,,,TT_K599,TribalTrails/2025,,https://images.corcoplus.com/TvShows/TribalTrails/2025/TT_K599.jpg,https://images.corcoplus.com/TvShows/TribalTrails/TribalTrails_648x364.jpg,,,,,"Conrad Flett,Florence Flett,Howard Jolly,Jason Boucher,Rita Anderson",,,,,,,,rec83Z60JvdfGLEEr,DELETE,,Corco+,Duplicated
